id,text
6443,"no, a real breakfast."
6444,bacon and eggs?
6445,"with toast, ham, sausage, fresh fruit, and juice."
6446,wow! that is nice. let's stay for two nights.
6447,"and the rooms are clean, too."
6448,do they allow pets?
6449,"no pets, no smoking."
6450,i like that. let's stay three nights.
6451,what's the matter? this is a nice room.
6452,"maybe the room is nice, but not the bed."
6453,what's wrong with the bed?
6454,look at this sheet.
6455,yes?
6456,see those stains?
6457,i sure do.
6458,i'm not sleeping on that sheet.
6459,"well, just call the front desk. they'll give us new sheets."
6460,i want sheets without stains on them.
6461,"from now on, let's bring our own sheets."
6462,it leaves at 12:15.
6463,when do you have to be at the airport?
6464,i have to be there two hours early.
6465,so we have to be at the airport at 10:15.
6466,that means we have to leave the house at 9:15.
6467,"well, it's an hour to get there, if there are no traffic problems."
6468,so maybe we better leave at 8:15?
6469,"yes, it's better to get there too early than too late."
6470,i agree.
6471,you never know what might happen on these freeways.
6472,there's at least one huge accident every day.
6473,when are you going?
6474,during the christmas holidays.
6475,you'd better buy your ticket now.
6476,you must be kidding.
6477,"no, i'm not. it's march. time is running out. seats are selling out right now."
6478,i thought i would wait until october.
6479,i'll bet this is the first time you've ever flown during christmas.
6480,you're right.
6481,"well, listen to me. you need to buy a ticket now."
6482,but maybe prices will be cheaper in october.
6483,cheaper prices won't do you any good if there are no seats.
6484,so do i.
6485,"a long time ago, flying used to be okay."
6486,now it's like riding a bus.
6487,you're jammed in with people all around you.
6488,"half of them are coughing, and the other half are sneezing."
6489,you don't have any elbow room or knee room.
6490,people are always getting up to use the bathroom.
6491,kids are crying or climbing over you.
6492,it's a flying zoo!
6493,i wish i could afford first class seats.
6494,doesn't everybody?
6495,good for him.
6496,why would he do that?
6497,did he set a new record?
6498,"yes, i think he did."
6499,"well, i guess that's why he did it."
6500,what's the point?
6501,now he has the world record!
6502,"but someone's going to break it, so what good is it?"
6503,"well, he can enjoy it while it lasts."
6504,i don't think he even got paid for it.
6505,some people do it just to do it.
6506,that sounds like fun. where do you want to go?
6507,i want to cruise to hawaii.
6508,"that should be a nice trip. lots of fun, and lots of food."
6509,i have no idea how much it will cost.
6510,i think it depends on the season and on your cabin.
6511,"well, of course i want to go when the weather is nice."
6512,"yes, you don't want to travel in winter storms."
6513,and i want to get a big cabin with a view.
6514,are you going to travel alone?
6515,"no, my sister and i will travel together."
6516,"well, you should go online and try to find a good deal."
6517,because of all the security?
6518,"no, because it hurts my ears."
6519,what do you mean?
6520,"every time we land or take off, my ears hurt so much."
6521,"that's just the altitude change, i think."
6522,"whatever it is, it hurts."
6523,can't you take medicine or something for it?
6524,"i've tried everything, but nothing works."
6525,have you tried earplugs?
6526,"they don't work, either."
6527,"well, be glad you're not a pilot."
6528,are you going to go anywhere?
6529,i was thinking of driving to arizona.
6530,to the grand canyon?
6531,yes. i've never been there.
6532,i was there when i was a kid.
6533,how did you like it?
6534,i loved it. i still remember how amazing it was.
6535,"i'm sure i'll like it, too."
6536,you should try riding a mule on a trail to the bottom.
6537,no way! i don't want to fall to my death.
6538,don't worry. only one person has ever fallen off a mule.
6539,the worst in the whole world.
6540,the walls were so thin.
6541,all day long we heard tvs or telephones.
6542,all night long we heard people snoring.
6543,housekeeping didn't give us fresh towels.
6544,room service brought us a cold dinner.
6545,our nonsmoking room stunk of cigarette smoke.
6546,our room was right next to the elevator and the ice machine.
6547,they added phony charges to our bill.
6548,how did we end up in that terrible hotel?
6549,the travel agent gave us a 50-percent discount!
6550,it's not even 10 o'clock.
6551,i'm falling asleep on the phone.
6552,you got up real early.
6553,i had to take my friend to the airport.
6554,why didn't you take a nap when you got home?
6555,i didn't get home until 30 minutes ago.
6556,why is that?
6557,there was a bomb threat at the airport.
6558,only a threat?
6559,"yes, but i was stuck there all day while they looked for the bomb."
6560,someday the bomb is going to be for real.
6561,why did he do that?
6562,"he was invited, along with about 90 other veterans."
6563,who invited them?
6564,some private organization.
6565,why did they invite him?
6566,to thank him and all the other soldiers who served in world war ii.
6567,that's very nice.
6568,my dad got to see the beautiful new world war ii monument.
6569,that trip must have cost a lot of money.†
6570,he said all the money came from private donations.
6571,"tell me about it, dad."
6572,about 90 of us world war ii veterans got on the plane at 8 a.m.
6573,how long was the flight?
6574,it only took about two hours.
6575,did you take pictures at the world war ii monument?
6576,"oh, yes. we all took lots of pictures."
6577,then you flew back home that evening?
6578,"yes. when we landed, tv reporters and the army band were there."
6579,that must have made you feel really special.
6580,"oh, it did. there were about 300 people there to honor us."
6581,"well, you all deserve it. you helped save our country."
6582,i thought you had a job.
6583,i did.
6584,what happened?
6585,i got laid off.
6586,that's terrible! when did it happen?
6587,i got laid off last week.
6588,just you?
6589,"no, ten of my coworkers got laid off, too."
6590,what are you going to do?
6591,i'm looking in the newspaper for a job.
6592,good luck!
6593,what's to check?
6594,are your nails clean?
6595,"yes, they are."
6596,did you double-check your nose and teeth?
6597,"they are clean, too."
6598,did you shine your shoes?
6599,my shoes are shined.
6600,do your socks match?
6601,of course they match.
6602,"no, they don't. one is black and one is dark blue."
6603,yikes! thank you.
6604,it sure is.
6605,i thought school was hard.
6606,"me, too. i couldn't wait to graduate."
6607,"but now work is hard, too."
6608,i agree. work is just as hard as school.
6609,sometimes i wish i was back in school.
6610,"me, too. school was fun."
6611,and it was only 12 years.
6612,it went by pretty fast.
6613,but work goes on forever!
6614,we have to work for 30 years!
6615,so am i.
6616,i had a long day.
6617,so did i.
6618,i didn't even have lunch.
6619,neither did i.
6620,i was busy the whole day.
6621,so was i.
6622,i had to bring work home with me.
6623,i did too.
6624,your day was just like mine.
6625,of course it was. we work together!
6626,what do you do?
6627,i'm a babysitter.
6628,is that a lot of work?
6629,babies cry all the time.
6630,you have to change their diapers.
6631,i have to feed them.
6632,are you looking for another job?
6633,"no, i'm looking for another family."
6634,another family?
6635,a family with only one baby.
6636,that's a good idea.
6637,what was your last job?
6638,i was a painter.
6639,what happened?
6640,i got laid off because there was no work.
6641,what else can you do?
6642,i'm a handyman.
6643,can you fix a dripping faucet in a kitchen sink?
6644,of course.
6645,then i have a job for you in my kitchen.
6646,it will cost you only $20 plus parts.
6647,okay. that sounds like a fair price.
6648,i have no idea. i've been here for 20 years.
6649,do you have any other skills?
6650,"well, i know how to flip hamburgers."
6651,no one would hire you to flip hamburgers.
6652,have you heard something that you're not telling me?
6653,what do you mean?
6654,are there going to be layoffs at this place?
